INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	IUPAC_NAME	INCHI_STRING	DATA_SOURCES	QSAR_READY_SMILES
terconazole	Approved Name	DTXSID2045498	Terconazole	67915-31-5	1-[4-({(2R,4S)-2-(2,4-Dichlorophenyl)-2-[(1H-1,2,4-triazol-1-yl)methyl]-1,3-dioxolan-4-yl}methoxy)phenyl]-4-(propan-2-yl)piperazine	InChI=1S/C26H31Cl2N5O3/c1-19(2)31-9-11-32(12-10-31)21-4-6-22(7-5-21)34-14-23-15-35-26(36-23,16-33-18-29-17-30-33)24-8-3-20(27)13-25(24)28/h3-8,13,17-19,23H,9-12,14-16H2,1-2H3/t23-,26-/m0/s1	27	CC(C)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
trimethadione	Approved Name	DTXSID9021396	Trimethadione	127-48-0	3,5,5-Trimethyl-1,3-oxazolidine-2,4-dione	InChI=1S/C6H9NO3/c1-6(2)4(8)7(3)5(9)10-6/h1-3H3	45	CN1C(=O)OC(C)(C)C1=O
rifampicin	Approved Name	DTXSID6021244	Rifampicin	13292-46-1	(2S,12Z,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-5,6,9,17,19-Pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-{(E)-[(4-methylpiperazin-1-yl)imino]methyl}-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)naphtho[2,1-b]furan-21-yl acetate	InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,49-53H,15-18H2,1-10H3,(H,45,55)/b12-11+,19-14+,22-13-,44-20+/t21-,23+,24+,25+,29-,34-,35+,39+,43-/m0/s1	67	COC1\C=C/OC2(C)Oc3c(C2=O)c2c(O)c(\C=N\N4CCN(C)CC4)c(NC(=O)\C(C)=C/C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C
tetramisole	Synonym	DTXSID0044818	2-Butyloctan-1-ol	3913-02-8	2-Butyloctan-1-ol	InChI=1S/C12H26O/c1-3-5-7-8-10-12(11-13)9-6-4-2/h12-13H,3-11H2,1-2H3	43	CCCCCCC(CO)CCCC
methoxamine	Approved Name	DTXSID0023290	Methoxamine	390-28-3	2-Amino-1-(2,5-dimethoxyphenyl)propan-1-ol	InChI=1S/C11H17NO3/c1-7(12)11(13)9-6-8(14-2)4-5-10(9)15-3/h4-7,11,13H,12H2,1-3H3	24	COC1=CC=C(OC)C(=C1)C(O)C(C)N
nifuroxazide	Approved Name	DTXSID4045343	Nifuroxazide	965-52-6	4-Hydroxy-N'-[(5-nitrofuran-2-yl)methylidene]benzohydrazide	InChI=1S/C12H9N3O5/c16-9-3-1-8(2-4-9)12(17)14-13-7-10-5-6-11(20-10)15(18)19/h1-7,16H,(H,14,17)	27	OC1=CC=C(C=C1)C(=O)NN=CC1=CC=C(O1)[N+]([O-])=O
colistin	Approved Name	DTXSID1040663	Colistin	1066-17-7	-	-	22	-
R-atenolol	NO_MATCH	-	-	-	-	-	-	-
sisomicin	Approved Name	DTXSID0023583	Sisomicin	32385-11-8	(1S,2S,3R,4S,6R)-4,6-Diamino-3-{[3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy}-2-hydroxycyclohexyl 3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranoside	InChI=1S/C19H37N5O7/c1-19(27)7-28-18(13(26)16(19)24-2)31-15-11(23)5-10(22)14(12(15)25)30-17-9(21)4-3-8(6-20)29-17/h3,9-18,24-27H,4-7,20-23H2,1-2H3/t9?,10-,11+,12-,13+,14+,15-,16+,17?,18+,19-/m0/s1	20	CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O
pregnenolone	Approved Name	DTXSID1036541	Pregnenolone	145-13-1	(3beta)-3-Hydroxypregn-5-en-20-one	InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,15-19,23H,5-12H2,1-3H3/t15-,16-,17+,18-,19-,20-,21+/m0/s1	39	CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
ethionamide	Approved Name	DTXSID0020577	Ethionamide	536-33-4	2-Ethylpyridine-4-carbothioamide	InChI=1S/C8H10N2S/c1-2-7-5-6(8(9)11)3-4-10-7/h3-5H,2H2,1H3,(H2,9,11)	55	CCC1=NC=CC(=C1)C(N)=S
tiaprofenic acid	Approved Name	DTXSID5023665	Tiaprofenic acid	33005-95-7	2-(5-Benzoylthiophen-2-yl)propanoic acid	InChI=1S/C14H12O3S/c1-9(14(16)17)11-7-8-12(18-11)13(15)10-5-3-2-4-6-10/h2-9H,1H3,(H,16,17)	38	CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1
lovastatin	Approved Name	DTXSID5020784	Lovastatin	75330-75-5	(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-Hydroxy-6-oxooxan-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate	InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1	74	CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
vancomycin	Approved Name	DTXSID0042664	Vancomycin	1404-90-6	(1S,2R,18R,19R,22S,25R,28R,40R)-48-{[(2S,3R,4S,5S,6R)-3-{[(2S,4S,6S)-4-Amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-{[(2R)-4-methyl-2-(methylamino)pentanoyl]amino}-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.2~3,6~.2~14,17~.1~8,12~.1~29,33~.0~10,25~.0~34,39~]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylic acid (non-preferred name)	InChI=1S/C66H75Cl2N9O24/c1-23(2)12-34(71-5)58(88)76-49-51(83)26-7-10-38(32(67)14-26)97-40-16-28-17-41(55(40)101-65-56(54(86)53(85)42(22-78)99-65)100-44-21-66(4,70)57(87)24(3)96-44)98-39-11-8-27(15-33(39)68)52(84)50-63(93)75-48(64(94)95)31-18-29(79)19-37(81)45(31)30-13-25(6-9-36(30)80)46(60(90)77-50)74-61(91)47(28)73-59(89)35(20-43(69)82)72-62(49)92/h6-11,13-19,23-24,34-35,42,44,46-54,56-57,65,71,78-81,83-87H,12,20-22,70H2,1-5H3,(H2,69,82)(H,72,92)(H,73,89)(H,74,91)(H,75,93)(H,76,88)(H,77,90)(H,94,95)/t24-,34+,35-,42+,44-,46+,47+,48-,49+,50-,51+,52+,53+,54-,56+,57+,65-,66-/m0/s1	24	[H]C12NC(=O)C([H])(NC(=O)C3NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c4ccc(Oc5cc3cc(Oc3ccc(cc3Cl)C1O)c5OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c4)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC2=O)C(O)=O
tenoxicam	Approved Name	DTXSID8045486	Tenoxicam	59804-37-4	4-Hydroxy-2-methyl-1,1-dioxo-N-(pyridin-2-yl)-1,2-dihydro-1lambda~6~-thieno[2,3-e][1,2]thiazine-3-carboxamide	InChI=1S/C13H11N3O4S2/c1-16-10(13(18)15-9-4-2-3-6-14-9)11(17)12-8(5-7-21-12)22(16,19)20/h2-7,17H,1H3,(H,14,15,18)	32	CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O
nystatin	Approved Name	DTXSID4040688	Nystatin	1400-61-9	-	-	35	-
skimmianine	Approved Name	DTXSID90232116	Skimmianine	83-95-4	4,7,8-Trimethoxyfuro[2,3-b]quinoline	InChI=1S/C14H13NO4/c1-16-10-5-4-8-11(13(10)18-3)15-14-9(6-7-19-14)12(8)17-2/h4-7H,1-3H3	20	COC1=C(OC)C2=C(C=C1)C(OC)=C1C=COC1=N2
suxibuzone	Approved Name	DTXSID6021296	Suxibuzone	27470-51-5	4-[(4-Butyl-3,5-dioxo-1,2-diphenylpyrazolidin-4-yl)methoxy]-4-oxobutanoic acid	InChI=1S/C24H26N2O6/c1-2-3-16-24(17-32-21(29)15-14-20(27)28)22(30)25(18-10-6-4-7-11-18)26(23(24)31)19-12-8-5-9-13-19/h4-13H,2-3,14-17H2,1H3,(H,27,28)	38	CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
ricinine	Approved Name	DTXSID50200412	Ricinine	524-40-3	4-Methoxy-1-methyl-2-oxo-1,2-dihydropyridine-3-carbonitrile	InChI=1S/C8H8N2O2/c1-10-4-3-7(12-2)6(5-9)8(10)11/h3-4H,1-2H3	28	COC1=C(C#N)C(=O)N(C)C=C1
fluorometholone	Approved Name	DTXSID7047435	Fluorometholone	426-13-1	(6alpha,11beta)-9-Fluoro-11,17-dihydroxy-6-methylpregna-1,4-diene-3,20-dione	InChI=1S/C22H29FO4/c1-12-9-17-15-6-8-21(27,13(2)24)20(15,4)11-18(26)22(17,23)19(3)7-5-14(25)10-16(12)19/h5,7,10,12,15,17-18,26-27H,6,8-9,11H2,1-4H3/t12-,15-,17-,18-,19-,20-,21-,22-/m0/s1	38	CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12
benzethonium chloride	Approved Name	DTXSID6023810	Benzethonium chloride	121-54-0	N-Benzyl-N,N-dimethyl-2-{2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy}ethan-1-aminium chloride	InChI=1S/C27H42NO2.ClH/c1-26(2,3)22-27(4,5)24-13-15-25(16-14-24)30-20-19-29-18-17-28(6,7)21-23-11-9-8-10-12-23;/h8-16H,17-22H2,1-7H3;1H/q+1;/p-1	63	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1
estropipate	Approved Name	DTXSID3023005	Estropipate	7280-37-7	17-Oxoestra-1,3,5(10)-trien-3-yl hydrogen sulfate--piperazine (1/1)	InChI=1S/C18H22O5S.C4H10N2/c1-18-9-8-14-13-5-3-12(23-24(20,21)22)10-11(13)2-4-15(14)16(18)6-7-17(18)19;1-2-6-4-3-5-1/h3,5,10,14-16H,2,4,6-9H2,1H3,(H,20,21,22);5-6H,1-4H2/t14-,15-,16+,18+;/m1./s1	25	CC12CCC3C(CCC4=C3C=CC(OS(O)(=O)=O)=C4)C1CCC2=O
etanidazole	Synonym	DTXSID8045434	Etandazole	22668-01-5	N-(2-Hydroxyethyl)-2-(2-nitro-1H-imidazol-1-yl)acetamide	InChI=1S/C7H10N4O4/c12-4-2-8-6(13)5-10-3-1-9-7(10)11(14)15/h1,3,12H,2,4-5H2,(H,8,13)	25	OCCNC(=O)CN1C=CN=C1[N+]([O-])=O
tetryzoline	Synonym	DTXSID1047861	Tetrahydrozoline	84-22-0	2-(1,2,3,4-Tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazole	InChI=1S/C13H16N2/c1-2-6-11-10(4-1)5-3-7-12(11)13-14-8-9-15-13/h1-2,4,6,12H,3,5,7-9H2,(H,14,15)	22	C1CN=C(N1)C1CCCC2=C1C=CC=C2
kinetin	Approved Name	DTXSID9035175	Kinetin	525-79-1	N-[(Furan-2-yl)methyl]-1H-purin-6-amine	InChI=1S/C10H9N5O/c1-2-7(16-3-1)4-11-9-8-10(13-5-12-8)15-6-14-9/h1-3,5-6H,4H2,(H2,11,12,13,14,15)	57	C(NC1=C2N=CN=C2N=CN1)C1=CC=CO1
anabasine	Expert Validated Synonym	DTXSID9041607	L-3-(2'-Piperidyl)pyridine	494-52-0	3-[(2S)-Piperidin-2-yl]pyridine	InChI=1S/C10H14N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h3-4,6,8,10,12H,1-2,5,7H2/t10-/m0/s1	43	C1CCC(NC1)C1=CC=CN=C1
delsoline	NO_MATCH	-	-	-	-	-	-	-
Prestwick-689	NO_MATCH	-	-	-	-	-	-	-
hexestrol	Synonym	DTXSID2022381	meso-Hexestrol	84-16-2	4,4'-[(3R,4S)-Hexane-3,4-diyl]diphenol	InChI=1S/C18H22O2/c1-3-17(13-5-9-15(19)10-6-13)18(4-2)14-7-11-16(20)12-8-14/h5-12,17-20H,3-4H2,1-2H3/t17-,18+	56	CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
trioxysalen	NO_MATCH	-	-	-	-	-	-	-
cefalotin	Synonym from Valid Source	DTXSID4022783	Cephalothin	153-61-7	(6R,7R)-3-[(Acetyloxy)methyl]-8-oxo-7-[2-(thiophen-2-yl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	InChI=1S/C16H16N2O6S2/c1-8(19)24-6-9-7-26-15-12(14(21)18(15)13(9)16(22)23)17-11(20)5-10-3-2-4-25-10/h2-4,12,15H,5-7H2,1H3,(H,17,20)(H,22,23)/t12-,15-/m1/s1	38	CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC1=CC=CS1)C2=O)C(O)=O
fluorocurarine	NO_MATCH	-	-	-	-	-	-	-
abamectin	Approved Name	DTXSID8023892	Abamectin	71751-41-2	-	-	61	-
napelline	NO_MATCH	-	-	-	-	-	-	-
tetrandrine	Expert Validated Synonym	DTXSID10178062	S,S-(+)-Tetrandrine	518-34-3	(1beta)-6,6',7,12-Tetramethoxy-2,2'-dimethylberbaman	InChI=1S/C38H42N2O6/c1-39-15-13-25-20-32(42-4)34-22-28(25)29(39)17-23-7-10-27(11-8-23)45-33-19-24(9-12-31(33)41-3)18-30-36-26(14-16-40(30)2)21-35(43-5)37(44-6)38(36)46-34/h7-12,19-22,29-30H,13-18H2,1-6H3/t29-,30-/m0/s1	18	COC1=C2OC3=CC=C(CC4N(C)CCC5=CC(OC)=C(OC6=C7C(CC(C=C1)=C2)N(C)CCC7=CC(OC)=C6OC)C=C45)C=C3
strophanthidin	NO_MATCH	-	-	-	-	-	-	-
cefmetazole	Approved Name	DTXSID7022756	Cefmetazole	56796-20-4	(6R,7S)-7-{2-[(Cyanomethyl)sulfanyl]acetamido}-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	InChI=1S/C15H17N7O5S3/c1-21-14(18-19-20-21)30-6-8-5-29-13-15(27-2,17-9(23)7-28-4-3-16)12(26)22(13)10(8)11(24)25/h13H,4-7H2,1-2H3,(H,17,23)(H,24,25)/t13-,15+/m1/s1	26	COC1(NC(=O)CSCC#N)C2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O
sulfaquinoxaline	Approved Name	DTXSID8042424	Sulfaquinoxaline	59-40-5	4-Amino-N-(quinoxalin-2-yl)benzene-1-sulfonamide	InChI=1S/C14H12N4O2S/c15-10-5-7-11(8-6-10)21(19,20)18-14-9-16-12-3-1-2-4-13(12)17-14/h1-9H,15H2,(H,17,18)	53	NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1
altizide	NO_MATCH	-	-	-	-	-	-	-
cefuroxime	Approved Name	DTXSID5022774	Cefuroxime	55268-75-2	(6R,7R)-3-[(Carbamoyloxy)methyl]-7-[2-(furan-2-yl)(methoxyimino)acetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)/t10-,14-/m1/s1	40	CON=C(C(=O)NC1C2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CC=CO1
nadide	Approved Name	DTXSID2045236	Nadide	53-84-9	-	InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	33	NC(=O)C1=CC=C[N+](=C1)C1OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=NC3=C(N)N=CN=C23)C(O)C1O
butamben	Expert Validated Synonym	DTXSID7022417	Butyl 4-aminobenzoate	94-25-7	Butyl 4-aminobenzoate	InChI=1S/C11H15NO2/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7H,2-3,8,12H2,1H3	42	CCCCOC(=O)C1=CC=C(N)C=C1
terazosin	Approved Name	DTXSID3023639	Terazosin	63590-64-7	[4-(4-Amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl](oxolan-2-yl)methanone	InChI=1S/C19H25N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22)	29	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
alclometasone	NO_MATCH	-	-	-	-	-	-	-
streptozocin	Synonym	DTXSID2021282	Streptozotocin	18883-66-4	2-Deoxy-2-{[methyl(nitroso)carbamoyl]amino}-alpha-D-glucopyranose	InChI=1S/C8H15N3O7/c1-11(10-17)8(16)9-4-6(14)5(13)3(2-12)18-7(4)15/h3-7,12-15H,2H2,1H3,(H,9,16)/t3-,4-,5-,6-,7+/m1/s1	55	CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O
ramifenazone	Approved Name	DTXSID1045906	Ramifenazone	3615-24-5	1,5-Dimethyl-2-phenyl-4-[(propan-2-yl)amino]-1,2-dihydro-3H-pyrazol-3-one	InChI=1S/C14H19N3O/c1-10(2)15-13-11(3)16(4)17(14(13)18)12-8-6-5-7-9-12/h5-10,15H,1-4H3	24	CC(C)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1
sulfamethizole	Approved Name	DTXSID5023615	Sulfamethizole	144-82-1	4-Amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzene-1-sulfonamide	InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)	64	CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
sulfapyridine	Approved Name	DTXSID3026067	Sulfapyridine	144-83-2	4-Amino-N-(pyridin-2-yl)benzene-1-sulfonamide	InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)	64	NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
phenazopyridine	Approved Name	DTXSID1023445	Phenazopyridine	94-78-0	3-(Phenyldiazenyl)pyridine-2,6-diamine	InChI=1S/C11H11N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h1-7H,(H4,12,13,14)	36	NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1
leflunomide	Approved Name	DTXSID9023201	Leflunomide	75706-12-6	5-Methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide	InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)	50	CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
propidium iodide	NO_MATCH	-	-	-	-	-	-	-
podophyllotoxin	Synonym from Valid Source	DTXSID3045645	Podofilox	518-28-5	(5R,5aR,8aR,9R)-9-Hydroxy-5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydro-2H-furo[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5aH)-one	InChI=1S/C22H22O8/c1-25-16-4-10(5-17(26-2)21(16)27-3)18-11-6-14-15(30-9-29-14)7-12(11)20(23)13-8-28-22(24)19(13)18/h4-7,13,18-20,23H,8-9H2,1-3H3/t13-,18+,19-,20-/m0/s1	42	COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=C1C=C1OCOC1=C2
pheneticillin	Synonym	DTXSID6023448	Phenethicillin	147-55-7	(2S,5R,6R)-3,3-Dimethyl-7-oxo-6-(2-phenoxypropanamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	InChI=1S/C17H20N2O5S/c1-9(24-10-7-5-4-6-8-10)13(20)18-11-14(21)19-12(16(22)23)17(2,3)25-15(11)19/h4-9,11-12,15H,1-3H3,(H,18,20)(H,22,23)/t9?,11-,12+,15-/m1/s1	20	CC(OC1=CC=CC=C1)C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O
metoprolol	Approved Name	DTXSID2023309	Metoprolol	51384-51-1	1-[4-(2-Methoxyethyl)phenoxy]-3-[(propan-2-yl)amino]propan-2-ol	InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3	63	COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
medrysone	Approved Name	DTXSID6045371	Medrysone	2668-66-8	(6alpha,11beta)-11-Hydroxy-6-methylpregn-4-ene-3,20-dione	InChI=1S/C22H32O3/c1-12-9-15-17-6-5-16(13(2)23)22(17,4)11-19(25)20(15)21(3)8-7-14(24)10-18(12)21/h10,12,15-17,19-20,25H,5-9,11H2,1-4H3/t12-,15-,16+,17-,19-,20+,21-,22+/m0/s1	30	CC1CC2C3CCC(C(C)=O)C3(C)CC(O)C2C2(C)CCC(=O)C=C12
demeclocycline	Approved Name	DTXSID1022893	Demeclocycline	127-33-3	(4S,4aS,5aS,6S,12aS)-7-Chloro-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide	InChI=1S/C21H21ClN2O8/c1-24(2)14-7-5-6-10(16(27)12-9(25)4-3-8(22)11(12)15(6)26)18(29)21(7,32)19(30)13(17(14)28)20(23)31/h3-4,6-7,14-15,25-26,28-29,32H,5H2,1-2H3,(H2,23,31)/t6-,7-,14-,15-,21-/m0/s1	30	CN(C)C1C2CC3C(O)C4=C(C(O)=CC=C4Cl)C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O
cloperastine	Approved Name	DTXSID7048532	Cloperastine	3703-76-2	1-{2-[(4-Chlorophenyl)(phenyl)methoxy]ethyl}piperidine	InChI=1S/C20H24ClNO/c21-19-11-9-18(10-12-19)20(17-7-3-1-4-8-17)23-16-15-22-13-5-2-6-14-22/h1,3-4,7-12,20H,2,5-6,13-16H2	16	ClC1=CC=C(C=C1)C(OCCN1CCCCC1)C1=CC=CC=C1
levonorgestrel	Approved Name	DTXSID3036496	Levonorgestrel	797-63-7	(8R,9S,10R,13S,14S,17R)-13-Ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name)	InChI=1S/C21H28O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,13,16-19,23H,3,5-12H2,1H3/t16-,17+,18+,19-,20-,21-/m0/s1	62	CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
meclofenoxate	Approved Name	DTXSID9046940	Meclofenoxate	51-68-3	2-(Dimethylamino)ethyl (4-chlorophenoxy)acetate	InChI=1S/C12H16ClNO3/c1-14(2)7-8-16-12(15)9-17-11-5-3-10(13)4-6-11/h3-6H,7-9H2,1-2H3	20	CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1
sulfamethoxypyridazine	Approved Name	DTXSID5023611	Sulfamethoxypyridazine	80-35-3	4-Amino-N-(6-methoxypyridazin-3-yl)benzene-1-sulfonamide	InChI=1S/C11H12N4O3S/c1-18-11-7-6-10(13-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,15)	46	COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
flumetasone	Synonym	DTXSID2045365	Flumethasone	2135-17-3	(6alpha,11beta,16alpha)-6,9-Difluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione	InChI=1S/C22H28F2O5/c1-11-6-13-14-8-16(23)15-7-12(26)4-5-19(15,2)21(14,24)17(27)9-20(13,3)22(11,29)18(28)10-25/h4-5,7,11,13-14,16-17,25,27,29H,6,8-10H2,1-3H3/t11-,13+,14+,16+,17+,19+,20+,21+,22+/m1/s1	34	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
flunixin	Approved Name	DTXSID4048565	Flunixin	38677-85-9	2-[2-Methyl-3-(trifluoromethyl)anilino]pyridine-3-carboxylic acid	InChI=1S/C14H11F3N2O2/c1-8-10(14(15,16)17)5-2-6-11(8)19-12-9(13(20)21)4-3-7-18-12/h2-7H,1H3,(H,18,19)(H,20,21)	27	CC1=C(C=CC=C1NC1=NC=CC=C1C(O)=O)C(F)(F)F
fenoprofen	Approved Name	DTXSID9023045	Fenoprofen	29679-58-1	2-(3-Phenoxyphenyl)propanoic acid	InChI=1S/C15H14O3/c1-11(15(16)17)12-6-5-9-14(10-12)18-13-7-3-2-4-8-13/h2-11H,1H3,(H,16,17)	28	CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1
furaltadone	Approved Name	DTXSID4048016	Furaltadone	139-91-3	5-[(Morpholin-4-yl)methyl]-3-{[(5-nitrofuran-2-yl)methylidene]amino}-1,3-oxazolidin-2-one	InChI=1S/C13H16N4O6/c18-13-16(14-7-10-1-2-12(22-10)17(19)20)9-11(23-13)8-15-3-5-21-6-4-15/h1-2,7,11H,3-6,8-9H2	26	[O-][N+](=O)C1=CC=C(O1)C=NN1CC(CN2CCOCC2)OC1=O
eucatropine	Approved Name	DTXSID1048465	Eucatropine	100-91-4	1,2,2,6-Tetramethylpiperidin-4-yl hydroxy(phenyl)acetate	InChI=1S/C17H25NO3/c1-12-10-14(11-17(2,3)18(12)4)21-16(20)15(19)13-8-6-5-7-9-13/h5-9,12,14-15,19H,10-11H2,1-4H3	13	CC1CC(CC(C)(C)N1C)OC(=O)C(O)C1=CC=CC=C1
